,$N_g$,3PCF Δts,4PCF Δts,Proj. 3PCF Δts,Proj. 4PCF Δts
0,32,0.2957059999999956,0.42626699999999573,0.021398000000004913,0.29893700000000933
1,64,1.0338040000000035,0.9658729999999878,0.05206700000000808,1.8669510000000002
2,128,9.658725000000004,8.463183000000015,0.1794179999999983,5.977523000000005
3,256,95.07793900000001,73.39205199999998,0.7630740000000031,20.484458000000018
