,ell_max,nbins,create_XYZR,create_radial_bins,calc_ft_data,calc_and_save_YLMs,bin_spherical_harmonics,calc_a_lm_coeffs,calc_zeta
0,0,2,0.5510680649999999,0.09084726299999968,0.8223695849999997,7.004148924000001,2.948633343999999,2.799017577999999,0.8761052829999993
1,0,3,0.5498278259999978,0.09714865799999828,0.8112526990000006,6.8682104020000025,4.129912212000001,4.113895433000003,2.5259096840000055
2,0,4,0.5321052179999981,0.1317185990000027,0.7969145690000019,6.87582312,5.502626962000001,5.552156654000001,5.123302748
3,0,5,0.5347662570000011,0.16087812600000007,0.8136684609999989,6.859305522,6.877009459000007,6.941988326000001,8.49102779399999
4,0,6,0.5467011079999935,0.19628380599999673,0.8262759249999903,6.958267015000004,9.633103804000001,8.171415414999998,12.507684984000008
5,0,7,0.5437375850000024,0.22554440000001819,0.7866385099999889,6.7397360619999915,11.364179572999973,9.705916610000003,18.384594221999976
6,0,8,0.5802706040000203,0.25499386000001323,0.8134924619999993,6.785915394999989,10.54479718799999,10.848255952999978,23.599938830000013
7,0,9,0.571716250999998,0.27764664400001493,0.8016244370000152,6.794273575000005,15.726600880999996,12.54083148800001,30.35070388700001
8,1,2,0.5402581499999997,0.06837875299999041,0.8073104530000137,6.7597509699999705,10.136340175000043,8.35284006300003,2.6667307199999755
9,1,3,0.538706488999992,0.10125815399999283,0.8020101960000261,6.841513738000003,20.30394394999996,13.873101401999975,7.735236109000027
10,1,4,0.5463636590000078,0.13397188699997287,0.8184847250000189,6.837101684999993,28.970871398999975,29.27296231600002,15.254576751999991
11,1,5,0.5421280250000109,0.15972588799996856,0.8160266049999905,6.819702629000005,36.590524415999994,47.124661556000035,26.000663677000034
12,1,6,0.5456368509999265,0.18859594899993226,0.8171151640000289,6.760821433999922,47.59633783100003,62.38945725899998,38.38740912800006
13,1,7,0.5389635699999644,0.2240215449999141,0.7974764370000003,6.732378745999995,54.9753558220001,82.21926637800004,59.04982566399997
14,1,8,0.532488863000026,0.25648859699992954,0.88867024700005,6.780863598999986,66.47910540600003,99.23585100999992,85.77733903699982
15,1,9,0.5267488959998445,0.3068560859999252,0.8394478499999423,6.813867269999946,73.121839443,116.98160141100016,110.86171470499994
16,2,2,0.5334435120000762,0.06925787000000128,0.8544946289998734,7.01687896899989,33.78868320300012,54.43480610300003,5.937986973000079
17,2,3,0.5982478759999594,0.09950582900000882,0.8895069449999937,6.91984701399997,51.75079768299997,75.87997773899997,44.132244721999996
18,2,4,0.5596057350001047,0.13155642499987152,2.482120048999832,6.761674439999979,70.2055597420001,106.20777808399998,90.88903612399986
19,2,5,0.5253065990000323,0.15614576799998758,2.0935678220002956,6.868971158000022,86.15993419000006,136.81927158699955,151.4131143919999
20,2,6,0.5409270280001692,0.1887248179996277,2.481287037999664,7.035969774000023,105.47768159799989,168.3569094190002,124.04597318800006
21,2,7,0.5608844670000508,0.2251798229999622,1.0375156189998052,7.019974795000053,119.75651931900029,189.98419435699998,107.73784258199976
22,2,8,0.5792745069998091,0.24616992900018886,0.8095047120000345,7.081801560999793,139.84856327499983,223.25568182799998,142.38195065800028
23,2,9,0.5720824949999042,0.2789081449996047,0.816897598000196,7.026130171999739,154.5374306230001,248.09276583200062,186.71645660300055
24,3,2,0.5444996749993152,0.06666624399986176,0.8057310889998917,7.016234247000284,59.31455612300033,91.59142399600023,20.61704175199975
25,3,3,0.5450580560000162,0.10212528899955942,2.5050550099995235,6.925976047000404,87.40841401000034,139.3509487150004,75.66294700199978
26,3,4,0.5375374710001779,0.13184789000024466,2.0541053260003537,6.82393458200022,117.1875888680006,185.23661570199965,151.96259019900026
27,3,5,0.5699765709996427,0.15757111299990356,2.24014593100037,6.9326041559997975,133.2315216699999,194.54740795900034,91.37998688800053
28,3,6,0.6444050179998158,0.1894950340001742,0.8310141849997308,7.1351152460001686,137.52937311499954,187.74202898299973,136.86348157999964
29,3,7,0.6051537140001528,0.2211573260001387,0.8159890560000349,7.2894353359997694,136.86072100299953,218.53718620400014,187.4318486709999
30,3,8,0.627815434000695,0.24860264000017196,0.8291848959997878,7.278099805999773,155.52742914900045,255.87689993700042,254.28423238200048
31,3,9,0.6598111390003396,0.27356577799946535,0.8539388850003888,7.396261728999889,185.9121243869995,287.4960958290003,389.1399927429993
