,m_max,nbins,projected_create_bins,projected_create_kernels,calc_ft_data,projected_create_Cm_coeffs,calc_zeta
0,5,2,0.00467799999999996,0.07323100000000027,0.0059709999999997265,0.04316600000000026,0.00010399999999988196
1,5,3,0.003587000000000007,0.07970500000000014,0.00294300000000014,0.05763000000000007,0.18225999999999987
2,6,2,0.004253000000000284,0.07492700000000019,0.003722999999999921,0.051384000000000096,0.00010599999999971743
3,6,3,0.0047160000000001645,0.10008400000000028,0.002615000000000034,0.06910400000000028,0.2752949999999994
