,resolution,create_XYZR,create_radial_bins,calc_ft_data,calc_and_save_YLMs,bin_spherical_harmonics,calc_a_lm_coeffs,calc_zeta
0,32,0.0028120000000000367,0.009809999999999874,0.0036599999999999966,0.0247320000000002,0.10351600000000039,0.10611799999999993,0.12415200000000004
1,48,0.005539999999999878,0.002361999999999753,0.008758000000000266,0.05378999999999978,0.19786599999999988,0.2441939999999998,0.2670980000000003
2,64,0.01887599999999967,0.009199999999999875,0.02753599999999956,0.1293540000000002,0.4902880000000005,0.4344279999999996,0.5891260000000003
3,96,0.054847999999999786,0.024726000000000248,0.07063400000000009,0.47693399999999997,1.4127619999999999,1.1931520000000004,2.031726000000001
4,128,0.12575199999999853,0.04795000000000016,0.15222400000000036,1.1242739999999998,3.087999999999999,3.4948960000000007,5.218088000000002
5,160,0.22721599999999853,0.07709200000000038,0.2707320000000024,1.698605999999998,5.162417999999999,6.384827999999999,10.538201999999998
6,192,0.3917379999999966,0.15537599999999685,0.5406679999999966,2.8511099999999985,9.009993999999999,11.390574,20.197612000000007
7,224,0.8973820000000075,0.35992000000000246,1.104442000000006,5.268328000000011,15.131200000000007,17.802607999999992,41.504114000000015
8,256,0.8516040000000089,0.4057099999999991,1.3533459999999877,8.797235999999998,23.328482000000008,31.364428000000004,70.440854
